0.0	0.0
0.088250801	0.05707904499
0.176501602	0.11415808998
0.264752403	0.17123713497
0.353003204	0.22831617996
0.441254005	0.28539522495
0.529504806	0.34247426994
0.617755607	0.39955331493
0.706006408	0.45663235992
0.794257209	0.51371140491
0.88250801	0.5707904499

0.0	0.0
0.0817256401	0.065251609
0.1634512802	0.130503218
0.2451769203	0.195754827
0.3269025604	0.261006436
0.4086282005	0.326258045
0.4903538406	0.391509654
0.5720794807	0.456761263
0.6538051208	0.522012872
0.7355307609	0.587264481
0.817256401	0.65251609

0.0	0.0
0.07445592	0.072697201
0.14891184	0.145394402
0.22336776	0.218091603
0.29782368	0.290788804
0.3722796	0.363486005
0.44673552	0.436183206
0.52119144	0.508880407
0.59564736	0.581577608
0.67010328	0.654274809
0.7445592	0.72697201

0.0	0.0
0.06652099	0.0793493
0.13304198	0.1586986
0.19956297	0.2380479
0.26608396	0.3173972
0.33260495	0.3967465
0.39912594	0.4760958
0.46564693	0.5554451
0.53216792	0.6347944
0.59868891	0.7141437
0.6652099	0.793493

0.0	0.0
0.058006	0.0851499
0.116012	0.1702998
0.174018	0.2554497
0.232024	0.3405996
0.29003	0.4257495
0.348036	0.5108994
0.406042	0.5960493
0.464048	0.6811992
0.522054	0.7663491
0.58006	0.851499

0.0	0.0
0.049001	0.09005
0.098002	0.1801
0.147003	0.27015
0.196004	0.3602
0.245005	0.45025
0.294006	0.5403
0.343007	0.63035
0.392008	0.7204
0.441009	0.81045
0.49001	0.9005

0.0	0.0
0.0396	0.09401
0.0792	0.18802
0.1188	0.28203
0.1584	0.37604
0.198	0.47005
0.2376	0.56406
0.2772	0.65807
0.3168	0.75208
0.3564	0.84609
0.396	0.9401

0.0	0.0
0.0299	0.097
0.0598	0.194
0.0897	0.291
0.1196	0.388
0.1495	0.485
0.1794	0.582
0.2093	0.679
0.2392	0.776
0.2691	0.873
0.299	0.97

0.0	0.0
0.02	0.099
0.04	0.198
0.06	0.297
0.08	0.396
0.1	0.495
0.12	0.594
0.14	0.693
0.16	0.792
0.18	0.891
0.2	0.99

0.0	0.0
0.01	0.1
0.02	0.2
0.03	0.3
0.04	0.4
0.05	0.5
0.06	0.6
0.07	0.7
0.08	0.8
0.09	0.9
0.1	1.0


